Metropolitan areas	Year	CO2_PC	GDP_PC	GREEN_AREA_PC	LABOUR_PRODUCTIVITY	UNEMP_R
Ostrava	2010		22128.94	493.69	51143.47	10.15
Ostrava	2011		23208.5	494.39	53860.06	9.31
Ostrava	2012		23103.02	495.09	53336.41	9.52
Ostrava	2013		22399.54	495.77	51557.19	9.89
Ostrava	2014			496.45		
Czech Republic	2000	13.39	20166.2		44334.92	8.76
Czech Republic	2001		20804.96		45635.1	7.99
Czech Republic	2002		21272.15		45875.05	7.02
Czech Republic	2003		22045.18		47823.47	7.54
Czech Republic	2004		23117.31		50415.69	8.21
Czech Republic	2005	12.49	24584.63		52743.3	7.93
Czech Republic	2006		26197.02		55621.82	7.15
Czech Republic	2007		27548.48		57577.49	5.32
Czech Republic	2008	12.09	28039.26		58186.74	4.39
Czech Republic	2009		26461.39		56134.76	6.66
Czech Republic	2010		26967.53		58000.25	7.28
Czech Republic	2011		27428.66		59289.47	6.71
Czech Republic	2012		27308.23		58667.71	6.98
Czech Republic	2013		27321.88		58196.16	6.95
Czech Republic	2014					6.11
Berlin	2000	12.55	32989.8	209.26		
Berlin	2001		33064.51	209.1	76384.86	15.32
Berlin	2002		32682.73	208.93	76157.05	15.77
Berlin	2003		32021.94	208.75	75923.86	17.97
Berlin	2004		31917.16	208.56	76896.43	19.12
Berlin	2005	12.06	32420.01	208.35	77690.71	19.41
Berlin	2006		33574.8	208.14	78904.41	18.53
Berlin	2007		34660.57	207.91	77067.53	15.77
Berlin	2008	12.1	36015.97	207.68	77619.78	14.05
Berlin	2009		35519.94	207.43	75344.64	13.02
Berlin	2010		36532.48	207.17	77294.26	12.38
Berlin	2011		37674.54	206.89	77868.75	11.21
Berlin	2012		37700.85	206.61	76700.11	10.16
Berlin	2013			206.31		9.92
Berlin	2014			206.0		8.78
Hamburg	2000	9.13	49404.37	938.71		
Hamburg	2001		51226.71	937.06	110115.29	6.26
Hamburg	2002		51003.79	935.39	111408.24	7.39
Hamburg	2003		50169.73	933.7	109963.54	8.55
Hamburg	2004		50909.26	932.01	113795.98	9.57
Hamburg	2005	8.91	51623.94	930.29	114444.52	9.79
Hamburg	2006		52560.61	928.57	116388.89	9.27
Hamburg	2007		53311.98	926.82	113089.89	8.05
Hamburg	2008	8.98	54191.47	925.06	110528.93	6.34
Hamburg	2009		51089.43	923.28	103270.4	6.55
Hamburg	2010		52203.59	921.5	105594.82	6.4
Hamburg	2011		52394.38	919.69	103092.01	5.02
Hamburg	2012		52748.56	917.87	103492.1	4.83
Hamburg	2013			916.04		4.45
Hamburg	2014			914.18		4.33
Munich	2000	9.08	61365.75	623.21		
Munich	2001		62772.78	616.98	123993.58	2.83
Munich	2002		62671.86	610.8	126879.46	3.67
Munich	2003		61008.2	604.66	124598.57	5.17
Munich	2004		61301.97	598.56	126194.25	5.63
Munich	2005	8.63	61481.31	592.5	127332.53	6.29
Munich	2006		62635.09	586.49	130077.61	5.97
Munich	2007		64839.76	580.51	132142.28	5.0
Munich	2008	8.48	62647.64	574.58	124923.64	4.18
Munich	2009		60067.69	568.69	121986.35	4.97
Munich	2010		60969.98	562.84	123984.87	4.39
Munich	2011		64075.57	557.03	128914.06	3.46
Munich	2012		63591.71	551.27	127734.38	3.32
Munich	2013			545.54		3.27
Munich	2014			539.85		3.04
Cologne	2000	24.0	44825.58	73.24		
Cologne	2001		45739.42	73.04	105251.29	5.92
Cologne	2002		45570.29	72.83	106856.61	7.04
Cologne	2003		44574.16	72.63	106059.91	8.94
Cologne	2004		45131.62	72.42	107042.33	9.39
Cologne	2005	27.35	44540.47	72.21	106188.61	10.65
Cologne	2006		46257.67	72.01	110755.59	10.47
Cologne	2007		48255.4	71.8	109107.73	8.78
Cologne	2008	27.61	46868.82	71.59	103673.63	7.79
Cologne	2009		44869.39	71.38	98990.31	7.79
Cologne	2010		46880.74	71.17	102732.9	7.31
Cologne	2011		47562.25	70.96	103424.13	6.41
Cologne	2012		47730.2	70.75	103735.21	5.96
Cologne	2013			70.54		6.0
Cologne	2014			70.32		5.51
Frankfurt	2000	12.65	55382.02	102.21		
Frankfurt	2001		57070.27	102.07	122538.24	4.91
Frankfurt	2002		56181.89	101.93	121912.11	5.35
Frankfurt	2003		56631.97	101.79	122625.17	6.68
Frankfurt	2004		56593.56	101.65	124263.59	7.47
Frankfurt	2005	12.95	56903.9	101.51	125962.34	8.2
Frankfurt	2006		58508.09	101.37	130201.36	8.14
Frankfurt	2007		59709.76	101.22	127803.16	7.16
Frankfurt	2008	13.05	59897.97	101.07	125518.23	6.29
Frankfurt	2009		55768.24	100.92	117289.33	6.3
Frankfurt	2010		56430.53	100.77	118261.15	5.98
Frankfurt	2011		57175.2	100.62	118396.03	5.0
Frankfurt	2012		56827.88	100.47	117313.9	5.01
Frankfurt	2013			100.31		4.53
Frankfurt	2014			100.16		4.53
Essen	2000	9.85	30283.38	39.28		
Essen	2001		30919.38	39.49	76283.02	7.44
Essen	2002		31291.82	39.7	78274.76	8.48
Essen	2003		31570.65	39.91	79865.87	10.2
Essen	2004		32114.67	40.12	81281.27	10.88
Essen	2005	9.79	32415.23	40.33	83328.47	12.95
Essen	2006		33479.58	40.54	86151.97	12.57
Essen	2007		35153.32	40.75	84490.99	10.6
Essen	2008	9.85	37315.34	40.97	86571.2	9.38
Essen	2009		35696.96	41.18	81897.66	9.51
Essen	2010		36780.0	41.4	83035.59	9.08
Essen	2011		38222.44	41.62	85479.23	8.26
Essen	2012		38566.3	41.84	85677.13	7.74
Essen	2013			42.06		7.71
Essen	2014			42.28		7.14
Stuttgart	2000	10.35	49355.21	179.71		
Stuttgart	2001		51966.77	179.49	107341.89	3.29
Stuttgart	2002		51441.2	179.26	108097.49	4.0
Stuttgart	2003		51590.44	179.03	109448.45	5.24
Stuttgart	2004		50722.66	178.79	107196.58	6.08
Stuttgart	2005	10.24	49360.16	178.56	104883.79	7.12
Stuttgart	2006		52900.02	178.32	111470.67	6.46
Stuttgart	2007		55422.72	178.08	111605.87	5.01
Stuttgart	2008	10.31	53967.39	177.84	107022.91	4.21
Stuttgart	2009		47605.73	177.6	94801.38	5.14
Stuttgart	2010		52425.89	177.35	103972.45	5.0
Stuttgart	2011		55029.22	177.1	108404.54	3.9
Stuttgart	2012		55541.32	176.85	109312.93	3.64
Stuttgart	2013			176.6		3.67
Stuttgart	2014			176.34		3.24
Leipzig	2000	21.53	25900.12	353.33		
Leipzig	2001		26523.03	354.43	62461.52	17.06
Leipzig	2002		26998.5	355.5	65132.45	17.89
Leipzig	2003		27004.65	356.55	65009.32	18.07
Leipzig	2004		27528.19	357.57	68779.49	20.29
Leipzig	2005	21.83	27645.91	358.57	70103.31	21.33
Leipzig	2006		29454.12	359.54	71395.36	18.69
Leipzig	2007		30324.07	360.48	68662.61	15.96
Leipzig	2008	22.31	30940.72	361.39	67952.21	14.5
Leipzig	2009		30261.45	362.28	65327.87	13.59
Leipzig	2010		31192.13	363.14	66119.13	12.43
Leipzig	2011		32986.92	363.98	68724.42	10.74
Leipzig	2012		33499.78	364.79	68004.51	9.06
Leipzig	2013			365.57		8.58
Leipzig	2014			366.33		7.84
Dresden	2000	6.05	27099.95	528.44		
Dresden	2001		28276.66	527.24	63824.74	15.45
Dresden	2002		29392.35	525.99	67830.91	15.97
Dresden	2003		30104.49	524.71	69295.5	15.63
Dresden	2004		31214.49	523.39	74293.12	17.42
Dresden	2005	5.44	30802.07	522.03	73422.59	17.38
Dresden	2006		31758.55	520.64	73414.2	15.7
Dresden	2007		32448.84	519.21	70712.92	13.11
Dresden	2008	5.26	32300.28	517.75	69526.06	11.83
Dresden	2009		30645.07	516.25	65155.2	11.39
Dresden	2010		31540.9	514.72	66035.27	10.51
Dresden	2011		32090.19	513.16	66284.41	8.91
Dresden	2012		32023.8	511.57	65087.81	7.62
Dresden	2013			509.94		7.45
Dresden	2014			508.28		6.97
Dortmund	2000	18.05	29323.54	60.77		
Dortmund	2001		30365.89	61.13	76120.29	8.22
Dortmund	2002		30940.95	61.49	79237.54	9.58
Dortmund	2003		31372.81	61.85	81636.14	11.76
Dortmund	2004		32705.38	62.22	85906.73	12.93
Dortmund	2005	17.99	33740.05	62.58	89403.89	14.42
Dortmund	2006		33757.46	62.95	88736.38	13.73
Dortmund	2007		35812.0	63.31	87251.91	11.45
Dortmund	2008	18.44	36376.15	63.68	86051.31	10.53
Dortmund	2009		34952.89	64.05	81173.68	10.31
Dortmund	2010		35959.28	64.41	81952.17	9.95
Dortmund	2011		37360.02	64.78	83826.87	8.95
Dortmund	2012		38251.29	65.15	85375.75	8.48
Dortmund	2013			65.52		8.43
Dortmund	2014			65.89		7.47
Düsseldorf	2000	24.18	44248.64	53.71		
Düsseldorf	2001		45925.74	53.72	102063.03	5.46
Düsseldorf	2002		45440.31	53.74	103391.81	6.6
Düsseldorf	2003		45186.71	53.75	104632.31	8.22
Düsseldorf	2004		46322.9	53.76	107675.49	8.86
Düsseldorf	2005	23.82	46517.5	53.77	109069.38	10.19
Düsseldorf	2006		47411.09	53.78	112173.11	10.2
Düsseldorf	2007		50257.55	53.79	111973.33	8.61
Düsseldorf	2008	24.07	51078.8	53.8	110831.54	7.61
Düsseldorf	2009		47600.78	53.8	103410.13	8.09
Düsseldorf	2010		48931.69	53.81	105516.45	7.66
Düsseldorf	2011		50155.99	53.81	107074.92	6.73
Düsseldorf	2012		50093.46	53.82	106995.9	6.39
Düsseldorf	2013			53.82		6.43
Düsseldorf	2014			53.82		5.78
Bremen	2000	16.52	39854.33	1428.29		
Bremen	2001		40394.39	1427.88	92538.74	6.65
Bremen	2002		40662.48	1427.46	93789.24	7.53
Bremen	2003		40513.62	1427.05	95263.53	8.97
Bremen	2004		40833.69	1426.61	99822.89	11.21
Bremen	2005	16.02	40846.36	1426.16	99437.76	12.8
Bremen	2006		42597.76	1425.69	102444.96	11.48
Bremen	2007		43670.42	1425.21	98521.78	9.06
Bremen	2008	16.18	44058.3	1424.72	96594.78	7.35
Bremen	2009		39930.03	1424.22	86286.97	7.09
Bremen	2010		42069.64	1423.69	91263.8	6.56
Bremen	2011		43229.47	1423.15	93970.87	6.23
Bremen	2012		43448.16	1422.6	92147.86	5.43
Bremen	2013			1422.03		5.59
Bremen	2014			1421.46		5.17
Hanover	2000	6.97	38123.1	553.84		
Hanover	2001		38128.92	554.52	85935.97	6.47
Hanover	2002		37961.05	555.19	87208.21	7.61
Hanover	2003		38028.46	555.86	97462.11	9.92
Hanover	2004		37775.86	556.52	89528.11	10.11
Hanover	2005	6.77	40320.06	557.18	97250.61	12.45
Hanover	2006		42283.89	557.83	101167.12	11.43
Hanover	2007		42237.34	558.47	95225.22	8.93
Hanover	2008	6.89	43451.28	559.11	95262.07	8.31
Hanover	2009		41627.77	559.74	90210.28	8.04
Hanover	2010		43258.58	560.36	93128.54	7.69
Hanover	2011		45063.2	560.97	95586.44	6.9
Hanover	2012		45189.21	561.58	94267.79	6.1
Hanover	2013			562.18		6.03
Hanover	2014			562.78		5.6
Nuremberg	2000	5.25	41344.8	682.06		
Nuremberg	2001		40430.55	681.8	83307.68	4.82
Nuremberg	2002		41638.65	681.53	87929.32	5.7
Nuremberg	2003		41215.01	681.26	88323.14	7.49
Nuremberg	2004		42625.63	680.98	92901.8	8.67
Nuremberg	2005	5.21	42003.69	680.68	91470.25	8.79
Nuremberg	2006		43465.41	680.39	93985.76	8.25
Nuremberg	2007		44946.39	680.08	94183.26	7.02
Nuremberg	2008	5.26	45843.71	679.77	93120.25	5.55
Nuremberg	2009		44464.23	679.45	90128.38	6.31
Nuremberg	2010		45539.94	679.12	90452.83	5.59
Nuremberg	2011		47630.05	678.79	93303.42	4.45
Nuremberg	2012		48024.74	678.44	93849.51	4.39
Nuremberg	2013			678.09		4.26
Nuremberg	2014			677.73		3.85
Bochum	2000	21.68	31037.08	25.12		
Bochum	2001		30476.87	25.36	72727.49	6.63
Bochum	2002		30633.18	25.6	74064.28	7.92
Bochum	2003		30734.79	25.84	75349.86	9.79
Bochum	2004		31126.64	26.08	76813.41	10.49
Bochum	2005	22.23	31734.75	26.32	78842.75	11.81
Bochum	2006		33335.58	26.57	82245.69	11.18
Bochum	2007		34430.26	26.82	79081.62	9.07
Bochum	2008	23.01	35284.15	27.07	78912.15	8.04
Bochum	2009		32394.68	27.32	71682.13	8.78
Bochum	2010		34931.87	27.58	75564.95	8.31
Bochum	2011		36724.94	27.84	78367.77	7.13
Bochum	2012		36734.33	28.1	78236.1	6.66
Bochum	2013			28.36		6.78
Bochum	2014			28.62		6.11
Freiburg im Breisgau	2000	5.14	36864.04	615.8		
Freiburg im Breisgau	2001		37422.48	613.29	82793.27	3.88
Freiburg im Breisgau	2002		38037.85	610.77	84164.74	4.65
Freiburg im Breisgau	2003		37135.97	608.26	82019.61	5.89
Freiburg im Breisgau	2004		37592.46	605.76	82201.49	6.64
Freiburg im Breisgau	2005	4.96	37701.2	603.25	82186.17	7.21
Freiburg im Breisgau	2006		39321.77	600.75	84831.28	6.62
Freiburg im Breisgau	2007		40424.08	598.25	83049.23	5.14
Freiburg im Breisgau	2008	5.02	40673.1	595.76	82402.27	4.47
Freiburg im Breisgau	2009		38202.48	593.27	77244.94	5.05
Freiburg im Breisgau	2010		39673.2	590.78	79416.99	4.56
Freiburg im Breisgau	2011		41972.33	588.3	82855.26	3.64
Freiburg im Breisgau	2012		41543.18	585.82	81702.16	3.47
Freiburg im Breisgau	2013			583.34		3.49
Freiburg im Breisgau	2014			580.87		3.14
Augsburg	2000	5.78	35713.32	771.93		
Augsburg	2001		36333.29	769.45	76560.46	3.55
Augsburg	2002		37071.08	766.96	79233.83	4.34
Augsburg	2003		36782.18	764.47	79039.35	6.07
Augsburg	2004		37385.29	761.98	81139.19	7.14
Augsburg	2005	5.69	37789.56	759.48	81988.27	7.74
Augsburg	2006		39405.13	756.98	84698.25	7.26
Augsburg	2007		39936.2	754.47	82805.44	5.82
Augsburg	2008	5.67	40136.15	751.96	80475.5	4.52
Augsburg	2009		38597.02	749.44	77380.2	5.33
Augsburg	2010		39858.28	746.92	78454.73	4.66
Augsburg	2011		41741.97	744.39	81318.23	3.59
Augsburg	2012		41859.64	741.86	81183.76	3.28
Augsburg	2013			739.33		3.08
Augsburg	2014			736.79		2.97
Bonn	2000	5.84	39424.78	117.57		
Bonn	2001		39585.57	117.42	92210.93	4.44
Bonn	2002		43445.32	117.26	102290.33	5.38
Bonn	2003		39906.61	117.1	94709.18	6.58
Bonn	2004		40228.89	116.94	94855.72	6.75
Bonn	2005	5.75	40366.7	116.78	95065.65	7.65
Bonn	2006		42131.94	116.62	99742.03	7.67
Bonn	2007		43918.22	116.45	97946.26	6.46
Bonn	2008	5.85	45667.91	116.29	99604.58	5.83
Bonn	2009		45561.27	116.13	99434.8	5.96
Bonn	2010		46262.7	115.96	100470.38	5.41
Bonn	2011		47636.12	115.79	102550.27	4.72
Bonn	2012		47988.32	115.63	102846.23	4.43
Bonn	2013			115.46		4.57
Bonn	2014			115.29		4.27
Karlsruhe	2000	14.03	42988.03	229.24		
Karlsruhe	2001		44149.2	228.61	95328.62	4.01
Karlsruhe	2002		43931.48	227.97	95711.35	4.77
Karlsruhe	2003		43353.87	227.33	95092.61	6.04
Karlsruhe	2004		44632.59	226.68	97556.66	6.93
Karlsruhe	2005	13.06	44879.88	226.04	98210.35	7.58
Karlsruhe	2006		47523.85	225.4	103446.4	7.12
Karlsruhe	2007		48952.35	224.75	101074.59	5.52
Karlsruhe	2008	13.31	49294.51	224.1	99825.6	4.81
Karlsruhe	2009		45537.61	223.45	91544.47	5.29
Karlsruhe	2010		48127.25	222.8	95471.48	4.92
Karlsruhe	2011		49644.31	222.15	97784.99	3.94
Karlsruhe	2012		50027.07	221.5	98538.81	3.71
Karlsruhe	2013			220.84		3.65
Karlsruhe	2014			220.19		3.35
Saarbrücken	2000	18.36	32496.38	297.24		
Saarbrücken	2001		32981.02	299.64	79426.01	5.95
Saarbrücken	2002		32851.18	302.06	78510.4	7.58
Saarbrücken	2003		32927.52	304.5	81315.99	8.3
Saarbrücken	2004		34384.87	306.94	83241.32	8.69
Saarbrücken	2005	20.79	36076.01	309.41	91453.45	11.28
Saarbrücken	2006		37698.25	311.89	92673.83	9.93
Saarbrücken	2007		39054.11	314.38	89162.99	7.23
Saarbrücken	2008	21.1	39430.26	316.89	89059.42	7.23
Saarbrücken	2009		35350.42	319.41	81787.51	8.77
Saarbrücken	2010		37243.38	321.95	82201.56	7.17
Saarbrücken	2011		39189.51	324.5	84620.91	6.21
Saarbrücken	2012		39260.0	327.07	85265.09	6.89
Saarbrücken	2013			329.66		6.74
Saarbrücken	2014			332.25		5.95
Duisburg	2000	21.34	32232.39	118.76		
Duisburg	2001		32872.66	119.4	80108.42	7.0
Duisburg	2002		33385.95	120.04	82632.36	8.0
Duisburg	2003		33725.69	120.68	84471.05	9.7
Duisburg	2004		34125.81	121.33	85311.11	10.27
Duisburg	2005	21.4	34422.93	121.97	87407.32	12.36
Duisburg	2006		35489.9	122.63	90438.41	12.09
Duisburg	2007		37415.56	123.28	89230.56	10.19
Duisburg	2008	21.97	39891.61	123.94	91854.97	8.96
Duisburg	2009		38179.11	124.6	87150.74	9.16
Duisburg	2010		38976.89	125.27	87742.42	8.78
Duisburg	2011		40638.01	125.94	90624.09	7.99
Duisburg	2012		41060.98	126.61	90995.71	7.51
Duisburg	2013			127.28		7.46
Duisburg	2014			127.96		6.94
Mannheim	2000	9.68	39480.41	81.5		
Mannheim	2001		40100.37	81.69	89066.69	4.95
Mannheim	2002		40735.83	81.88	90245.85	5.55
Mannheim	2003		40215.72	82.07	90248.37	6.62
Mannheim	2004		40723.02	82.26	91566.28	7.48
Mannheim	2005	10.09	40552.76	82.45	91697.28	8.88
Mannheim	2006		42261.85	82.64	96169.63	8.43
Mannheim	2007		43472.65	82.82	92158.83	6.17
Mannheim	2008	10.2	43985.29	83.01	91131.87	5.55
Mannheim	2009		41523.77	83.19	86029.27	5.98
Mannheim	2010		42997.92	83.38	88628.49	5.51
Mannheim	2011		44387.91	83.56	91210.3	4.69
Mannheim	2012		44525.05	83.74	90608.51	4.23
Mannheim	2013			83.92		4.2
Mannheim	2014			84.1		3.95
Münster	2000	7.43	34743.92	976.61		
Münster	2001		35027.26	970.53	83617.58	4.5
Münster	2002		34790.91	964.45	82923.06	5.5
Münster	2003		35012.19	958.38	83276.79	6.85
Münster	2004		35610.68	952.32	84060.62	7.21
Münster	2005	6.95	36011.11	946.27	84218.68	7.74
Münster	2006		37576.11	940.24	87154.31	6.95
Münster	2007		39267.88	934.21	85311.06	5.33
Münster	2008	6.87	40890.68	928.19	86790.45	4.4
Münster	2009		37648.92	922.19	79918.9	5.01
Münster	2010		38877.14	916.2	81730.72	4.58
Münster	2011		40332.18	910.23	83721.28	3.81
Münster	2012		40704.71	904.26	84184.27	3.54
Münster	2013			898.31		3.64
Münster	2014			892.37		3.34
Aachen	2000	25.04	29825.35	242.74		
Aachen	2001		28392.52	243.26	71188.06	5.95
Aachen	2002		30473.22	243.77	76601.08	7.04
Aachen	2003		29953.71	244.27	75620.74	8.88
Aachen	2004		30835.49	244.76	77324.53	9.54
Aachen	2005	29.13	30694.14	245.24	77212.91	11.17
Aachen	2006		31577.28	245.7	79186.22	10.88
Aachen	2007		32620.14	246.16	76061.51	8.86
Aachen	2008	29.69	33182.28	246.6	74820.82	7.39
Aachen	2009		31764.96	247.03	71024.3	7.65
Aachen	2010		32557.46	247.45	71757.12	7.24
Aachen	2011		33352.1	247.86	72855.3	6.55
Aachen	2012		33754.05	248.25	73155.71	5.86
Aachen	2013			248.63		5.85
Aachen	2014			249.0		5.35
Germany	2000	11.19	35993.36		81415.35	7.92
Germany	2001		36560.8		82334.53	7.77
Germany	2002		36484.56		82916.33	8.48
Germany	2003		36179.39		83117.66	9.78
Germany	2004		36608.77		85199.38	10.73
Germany	2005	10.94	36881.21		83679.79	11.17
Germany	2006		38278.67		84891.61	10.25
Germany	2007		39589.41		85783.59	8.66
Germany	2008	11.11	40053.16		85443.23	7.52
Germany	2009		37894.3		80772.68	7.74
Germany	2010		39540.95		83498.7	7.07
Germany	2011		40985.85		86385.7	5.92
Germany	2012		41093.84		85958.98	5.46
Germany	2013		41048.63		85168.55	5.31
Germany	2014					4.98
Copenhagen	2000	7.42	45703.45	399.4		
Copenhagen	2001		45995.07	397.76		
Copenhagen	2002		45482.08	396.11		
Copenhagen	2003		45780.77	394.46		
Copenhagen	2004		47453.87	392.81		
Copenhagen	2005	7.27	49272.28	391.16		
Copenhagen	2006		49340.14	389.5		
Copenhagen	2007		49521.96	387.84	94296.54	4.1
Copenhagen	2008	7.05	49025.57	386.18	92132.41	3.55
Copenhagen	2009		47534.2	384.52	92059.76	5.96
Copenhagen	2010		49396.2	382.85	96994.85	7.72
Copenhagen	2011		48930.1	381.18	96488.98	8.1
Copenhagen	2012		49035.69	379.52	97214.47	7.92
Copenhagen	2013		49018.63	377.85	96340.69	7.24
Copenhagen	2014			376.18		6.88
Denmark	2000	9.42	40611.37		79692.0	4.48
Denmark	2001		40798.76		80315.47	4.17
Denmark	2002		40842.85		80006.89	4.28
Denmark	2003		40886.76		81388.13	5.4
Denmark	2004		41855.86		82390.46	5.2
Denmark	2005	8.88	42766.84		84082.51	4.83
Denmark	2006		44259.28		85626.1	3.9
Denmark	2007		44463.39		86384.36	3.8
Denmark	2008	8.82	43912.74		84288.06	3.43
Denmark	2009		41408.82		82375.99	6.01
Denmark	2010		41904.71		85706.96	7.46
Denmark	2011		42190.16		86803.48	7.57
Denmark	2012		41764.34		86686.97	7.53
Denmark	2013		41397.25		86297.59	7.0
Denmark	2014					6.59
Tallinn	2000	6.67	21746.07	1466.52	46188.19	12.53
Tallinn	2001		23276.83	1466.75	48429.79	11.78
Tallinn	2002		25025.2	1466.96	50747.44	9.3
Tallinn	2003		27187.28	1467.17	53537.0	9.89
Tallinn	2004		29492.8	1467.38	58735.48	10.18
Tallinn	2005	7.15	31964.33	1467.58	60859.08	7.48
Tallinn	2006		35991.73	1467.77	65054.01	4.31
Tallinn	2007		38191.55	1467.97	67821.74	3.32
Tallinn	2008	7.7	35845.51	1468.15	63109.95	4.41
Tallinn	2009		31553.87	1468.33	61126.17	12.63
Tallinn	2010		31661.92	1468.51	63485.55	16.0
Tallinn	2011		34706.73	1468.68	64486.14	11.51
Tallinn	2012		36775.71	1468.84	66073.9	8.8
Tallinn	2013			1469.0		8.0
Tallinn	2014			1469.15		6.71
Madrid	2000	7.01	39729.12	31.5	96171.64	11.63
Madrid	2001		40932.83	31.0	94136.63	7.6
Madrid	2002		41539.35	30.49	92180.47	7.32
Madrid	2003		42173.26	29.98	92058.01	7.41
Madrid	2004		42869.82	29.47	90442.76	6.76
Madrid	2005	7.66	43739.29	28.95	88755.16	6.83
Madrid	2006		45124.35	28.44	89422.5	6.4
Madrid	2007		46058.3	27.92	90502.91	6.29
Madrid	2008	7.14	46007.92	27.4	91649.87	8.74
Madrid	2009		44475.09	26.88	94737.54	14.12
Madrid	2010		43229.84	26.36	95220.39	16.18
Madrid	2011		42600.54	25.83	97539.11	16.88
Madrid	2012		41553.58	25.3	99720.2	19.22
Madrid	2013			24.76		20.07
Madrid	2014			24.23		19.02
Barcelona	2000	5.56	36465.05	2.67	83085.43	9.35
Barcelona	2001		37270.01	2.64	84925.62	8.96
Barcelona	2002		37363.87	2.61	85966.5	10.77
Barcelona	2003		37973.9	2.58	84088.75	10.67
Barcelona	2004		38465.43	2.56	83960.86	10.36
Barcelona	2005	6.17	39512.57	2.53	82001.85	6.97
Barcelona	2006		40375.05	2.5	82026.57	6.66
Barcelona	2007		41223.15	2.48	82909.3	6.59
Barcelona	2008	5.74	40806.5	2.45	84128.83	8.72
Barcelona	2009		38650.31	2.42	89537.58	16.24
Barcelona	2010		38232.79	2.39	90735.39	17.79
Barcelona	2011		37215.76	2.37	91446.86	19.15
Barcelona	2012		36125.16	2.34	96339.23	22.63
Barcelona	2013			2.31		23.1
Barcelona	2014			2.29		19.98
Valencia	2000	5.28	29040.88	17.46	72071.99	11.41
Valencia	2001		30010.11	17.23	71671.89	10.23
Valencia	2002		30530.39	16.99	72582.79	11.93
Valencia	2003		30772.33	16.76	70915.06	11.54
Valencia	2004		31095.91	16.53	70392.53	10.74
Valencia	2005	5.72	31252.12	16.3	68448.92	8.59
Valencia	2006		32219.17	16.07	68670.19	8.01
Valencia	2007		33330.62	15.85	69100.94	8.13
Valencia	2008	5.37	33209.12	15.62	70016.65	11.45
Valencia	2009		31026.23	15.4	74846.32	20.65
Valencia	2010		30441.55	15.17	76501.69	22.3
Valencia	2011		29720.6	14.95	77093.44	24.07
Valencia	2012		28345.99	14.73	78072.37	27.07
Valencia	2013			14.5		27.7
Valencia	2014			14.28		25.38
Seville	2000	5.44	23267.32	15.68	73912.46	26.55
Seville	2001		24084.54	15.5	71455.08	21.25
Seville	2002		25135.57	15.33	71056.88	20.15
Seville	2003		25905.52	15.15	71452.52	18.33
Seville	2004		26359.03	14.98	70827.34	17.44
Seville	2005	6.03	27261.15	14.8	69505.23	13.85
Seville	2006		27709.52	14.62	69038.55	12.88
Seville	2007		28589.64	14.44	70604.66	13.02
Seville	2008	5.58	28225.54	14.26	70578.32	16.01
Seville	2009		27053.7	14.08	74109.61	23.6
Seville	2010		26445.16	13.9	74964.01	25.44
Seville	2011		26123.85	13.71	75098.82	27.18
Seville	2012		25446.45	13.53	78533.07	31.56
Seville	2013			13.35		34.0
Seville	2014			13.16		32.77
Zaragoza	2000	4.8	31781.46	64.15	76869.92	7.52
Zaragoza	2001		32296.62	63.4	77766.56	5.04
Zaragoza	2002		33423.33	62.66	80055.85	6.15
Zaragoza	2003		34212.47	61.91	79950.08	7.48
Zaragoza	2004		34923.46	61.15	78221.03	5.85
Zaragoza	2005	6.05	35831.49	60.38	77333.95	5.77
Zaragoza	2006		37054.28	59.61	79980.01	5.8
Zaragoza	2007		38468.61	58.83	79537.36	5.62
Zaragoza	2008	5.28	38382.68	58.03	81167.98	7.64
Zaragoza	2009		36448.29	57.22	83337.73	13.66
Zaragoza	2010		36155.34	56.4	87090.23	15.58
Zaragoza	2011		35330.63	55.57	88827.59	18.29
Zaragoza	2012		33586.64	54.71	85514.44	19.75
Zaragoza	2013			53.84		22.47
Zaragoza	2014			52.95		20.84
Málaga	2000	4.41	21129.48	32.71	63408.21	18.92
Málaga	2001		22428.85	32.22	65575.07	14.39
